pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
36227948	2022	Racial and ethnic differences in cervical cancer screening barriers and intentions: The My Body My Test-3 HPV self-colle	other	underscreened_general	clinic_pickup_return_clinic	none					N	Y	candidate_non_core	preference_willingness_only;qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Survey of barriers and intentions within a trial cohort.	...investigated psychosocial correlates of intentions... to participate...				GC	2026-06-13
36241145	2022	Design of a pragmatic randomized controlled trial of home-based human papillomavirus (HPV) self-sampling for increasing 	individual_RCT	other	mail_to_home_return_mail	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
36243709	2022	Self-collected versus medic-collected sampling for human papillomavirus testing among women in Lagos, Nigeria: a comparative study.	diagnostic_validation	other	clinic_pickup_return_clinic	none		213	213	100.0	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Comparative feasibility/performance study of self-collected versus medic-collected HPV samples in Lagos; not an implementation uptake study.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
36316070	2022	Performance of HPV testing, Pap smear and VIA in women attending cervical cancer screening in Kilimanjaro region, Northe	individual_RCT	other	unk	completion_reported	96.9		222.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
36356272	2022	Feasibility and acceptability of telehealth and contactless delivery of human papillomavirus (HPV) self-testing for cerv	observational	never_screened	unk	referral_only		197.0	61.0	1.8	Y	N	candidate_core	extractable_implementation_or_cascade_result										
36372761	2022	[Application progress of home self-sampling for human papillomavirus and human immunodeficiency virus testing].	other	other	mail_to_home_return_mail	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Progress report/summary (secondary source).	[Application progress of home self-sampling...]				GC	2026-06-13
36420004	2022	Effectiveness and feasibility of self-sampling for human papillomavirus testing for internet-based cervical cancer scree	observational	underscreened_general	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			CORE	Large-scale internet-based program results (N=20,136).	We recruited 20,136 women ... from 13 provinces in China...				GC	2026-06-13
36433760	2022	Cervical Cancer-Related Knowledge, Attitudes, Practices and Self-Screening Acceptance Among Patients, Employees, and Soc	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
36449291	2022	Effect of Patient Characteristics on Uptake of Screening Using a Mailed Human Papillomavirus Self-sampling Kit: A Second	individual_RCT	underscreened_general	mail_to_home_return_mail	none		9843.0		6.3	N	N	candidate_core	extractable_implementation_or_cascade_result										
36451884	2022	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the	individual_RCT	underscreened_general	mail_to_home_return_mail	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			CORE	Implementation pilot with actual outcomes.	...as part of a randomized controlled trial evaluating kit effectiveness.				GC	2026-06-13
36454891	2022	Patient perspectives on cervical cancer screening interventions among underscreened women.	observational	underscreened_general	outreach_event_distribution	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
36497850	2022	"""So, if she wasn't aware of it, then how would everybody else out there be aware of it?""-Key Stakeholder Perspectives on"	observational	never_screened	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Qualitative stakeholder perspective study.	Key Stakeholder Perspectives on the Initial Implementation ... a Qualitative Study.				GC	2026-06-13
36510192	2022	Women's acceptability of a self-collect HPV same-day screen-and-treat program in a high burden setting in the Pacific.	observational	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			CORE	Evaluation of a real-world field trial with 62 interviewees.	Sixty-two semi-structured interviews were conducted with women who had undergone cervical screening...				GC	2026-06-13
36579991	2022	Results of Self-Sampling Methodology Impression for Cervical Cancer Screening in Mongolia.	observational	other	unk	none			175.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
36741739	2022	Feasibility and acceptability of self-collection of Human Papillomavirus samples for primary cervical cancer screening o	observational	underscreened_general	outreach_event_distribution	none					Y	N	manual_review	insufficient_structured_signal			CORE	Pilot implementation study with actual screening results.	Ultimately 99.16% (n=1,767) of women chose to self-collect samples.				GC	2026-06-13
31522376	2021	Acceptance of Self-Sampling Among Long-Term Cervical Screening Non-Attenders with HPV-Positive Results: Promising Opport	observational	nonattenders	unk	referral_only			479.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
32037883	2021	Evaluating Culturally-targeted Fear Appeal Messages for HPV Self-Sampling among Jamaican Women: A Qualitative Formative 	other	underscreened_general	unk	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Questionnaire study on knowledge and preferences.	A questionnaire study ... investigate women's knowledge and preferences.				GC	2026-06-13
32638362	2021	The European response to the WHO call to eliminate cervical cancer as a public health problem.	other	underscreened_general	unk	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Endorsement/Policy guidance from scientific societies.	delegates ... endorse the principles ... guide member states.				GC	2026-06-13
32703059	2021	Evaluation of human papillomavirus self-collection offered by community health workers at home visits among under-screen	program_evaluation	underscreened_general	unk	none		377.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
32875552	2021	Population-based human papillomavirus infection and genotype distribution among women in rural areas of South Central Et	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Population-based epidemiology study with 1020 screened women.	A total of 893 samples were tested from 1020 screened women...				GC	2026-06-13
33106125	2021	Acceptability of vaginal self-sampling with high-risk human papillomavirus testing for cervical cancer screening: a Fren	observational	underscreened_general	unk	none			60.0	0.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
33219163	2021	Could HPV Testing on Self-collected Samples Be Routinely Used in an Organized Cervical Screening Program? A Modeled Anal	model	underscreened_general	clinic_pickup_return_clinic	none				6.2	N	N	candidate_non_core	model_or_economic_model			NON_CORE	Modeled analysis of screening strategies.	Using a well-established model, we compared the lifetime impact...				GC	2026-06-13
33338505	2021	Given a choice between self-sampling at home for HPV testing and standard of care screening at the clinic, what do Afric	cluster_RCT	rural_low_access	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT with door-to-door CHW delivery (n=335).	A total of 335 women were enrolled ... CHWs through a door-to-door approach.				GC	2026-06-13
33388330	2021	Cervical cancer screening in the United States: Challenges and potential solutions for underscreened groups.	other	rural_low_access	outreach_event_distribution	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
33512715	2021	Australian National Cervical Screening Program renewal: Attitudes and experiences of general practitioners, and obstetri	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
33547144	2021	Will COVID-19 Be the Tipping Point for Primary HPV Self-sampling?	other	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
33555038	2021	Acceptability and feasibility of self-sampling and follow-up attendance after text message delivery of human papillomavi	observational	migrant_minority	unk	completion_reported	98.0				Y	N	candidate_core	extractable_implementation_or_cascade_result										
33660168	2021	Acceptability of a multicomponent, community-based, HPV self-test intervention among Jamaican women.	pilot_intervention	underscreened_general	outreach_event_distribution	none		163	156	95.6	Y	N	candidate_core	Final 58-record adjudication			CORE	Community-based intervention among Jamaican women not recently screened; reports HPV self-test kit use/return and acceptability.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
